event_year,area_office
1991,950631
1991,950633
1991,950635
1991,951510
1991,551800
1991,551800
1991,551800
1991,551800
1991,551800
1991,551800
1991,551800
1991,751910
1991,452110
1991,352430
1991,111400
1991,627700
1991,1054113
1991,454510
1991,454711
1991,625400
1991,355112
1991,316400
1991,521100
1991,950411
1991,950613
1991,950615
1991,950622
1991,950623
1991,950624
1991,950645
1991,830600
1991,418800
1991,418200
1991,552652
1991,215800
1991,524700
1991,1054100
1991,625400
1991,626700
1991,950621
1991,950626
1991,950626
1991,950643
1991,950645
1991,950645
1991,418100
1991,551800
1991,452110
1991,452110
1991,352440
1991,830100
1991,253650
1991,1054113
1991,317500
1991,355114
1991,1055340
1991,855610
1991,950623
1991,950624
1991,950625
1991,950633
1991,950644
1991,418800
1991,418200
1991,418400
1991,951510
1991,352440
1991,213900
1991,522000
1991,522500
1991,316700
1991,626600
1991,523300
1991,950625
1991,950633
1991,830600
1991,1054115
1991,626000
1991,523400
1991,950625
1991,552652
1991,950613
1991,950615
1991,950615
1991,950621
1991,950624
1991,950625
1991,950633
1991,950641
1991,950643
1991,950643
1991,551800
1991,751910
1991,751910
1991,552700
1991,213600
1991,522000
1991,1054113
1991,355111
1991,1032300
1991,1055350
1991,1055350
1991,418300
1991,950621
1991,950625
1991,950642
1991,950651
1991,751910
1991,728500
1991,830100
1991,453710
1991,522500
1991,625400
1991,854910
1991,950621
1991,950623
1991,950624
1991,950631
1991,950632
1991,950633
1991,552652
1991,215600
1991,626600
1991,932040
1991,950622
1991,950623
1991,950625
1991,950626
1991,950633
1991,950642
1991,950643
1991,950645
1991,830500
1991,522300
1991,454510
1991,626300
1991,626600
1991,418600
1991,627100
1991,950615
1991,950621
1991,950623
1991,950631
1991,950633
1991,950633
1991,950634
1991,950643
1991,950645
1991,418800
1991,418100
1991,552652
1991,953220
1991,453710
1991,627700
1991,1054100
1991,627400
1991,418300
1991,950624
1991,950631
1991,950633
1991,950641
1991,751910
1991,950633
1991,418600
1991,950615
1991,950622
1991,950623
1991,950624
1991,950624
1991,950626
1991,950631
1991,419700
1991,551800
1991,751910
1991,352440
1991,728500
1991,453710
1991,830300
1991,522000
1991,950621
1991,950621
1991,950633
1991,950634
1991,950645
1991,418400
1991,551800
1991,134000
1991,214700
1991,453710
1991,627400
1991,950623
1991,950623
1991,950624
1991,950625
1991,950625
1991,950631
1991,950645
1991,729700
1991,728500
1991,111700
1991,524700
1991,316700
1991,854910
1991,1055360
1991,418300
1991,950411
1991,950621
1991,950621
1991,950633
1991,950641
1991,418800
1991,418800
1991,551800
1991,213400
1991,215000
1991,522300
1991,317700
1991,317700
1991,317900
1991,1055320
1991,950622
1991,950625
1991,950626
1991,950633
1991,950643
1991,950643
1991,950643
1991,625700
1991,729300
1991,1054115
1991,317700
1991,454510
1991,626300
1991,1055350
1991,1055350
1991,950633
1991,627100
1991,950633
1991,950634
1991,950641
1991,950642
1991,627100
1991,950621
1991,950621
1991,950623
1991,950624
1991,950626
1991,950635
1991,950645
1991,951510
1991,728500
1991,215800
1991,830300
1991,627700
1991,317700
1991,626600
1991,1055310
1991,1055360
1991,521100
1991,950615
1991,950623
1991,950623
1991,950634
1991,950641
1991,950641
1991,950645
1991,751910
1991,352430
1991,352440
1991,552700
1991,522000
1991,1054191
1991,454510
1991,454510
1991,355111
1991,355111
1991,1055340
1991,1050210
1991,950613
1991,950615
1991,950631
1991,950635
1991,950641
1991,950641
1991,950642
1991,420600
1991,751910
1991,729300
1991,627700
1991,317500
1991,317900
1991,854910
1991,316400
1991,950614
1991,950615
1991,950621
1991,950623
1991,950624
1991,950626
1991,950633
1991,950641
1991,950641
1991,950641
1991,950641
1991,418100
1991,418100
1991,551800
1991,352430
1991,552700
1991,253690
1991,317900
1991,355114
1991,418600
1991,950623
1991,950623
1991,950625
1991,950626
1991,950631
1991,950635
1991,950641
1991,418800
1991,522000
1991,627700
1991,1054116
1991,1054116
1991,257230
1991,854910
1991,521100
1991,627100
1991,950623
1991,950624
1991,950633
1991,420600
1991,453710
1991,355123
1991,627100
1991,950634
1991,950641
1991,950651
1991,352430
1991,552652
1991,552700
1991,213600
1991,453710
1991,1055320
1991,950613
1991,950614
1991,950623
1991,950624
1991,950625
1991,950625
1991,950645
1991,418200
1991,521700
1991,551800
1991,551800
1991,552651
1991,552651
1991,552652
1991,453710
1991,627700
1991,1054116
1991,317700
1991,257240
1991,854910
1991,355111
1991,950614
1991,950621
1991,950632
1991,950641
1991,950643
1991,950645
1991,418800
1991,551800
1991,729700
1991,729710
1991,352410
1991,728500
1991,213600
1991,253620
1991,253640
1991,253670
1991,1054113
1991,627400
1991,950614
1991,950623
1991,950623
1991,950623
1991,950631
1991,950631
1991,950631
1991,950635
1991,950645
1991,951510
1991,551800
1991,213900
1991,522500
1991,522500
1991,522500
1991,854910
1991,1055360
1991,523300
1991,418300
1991,1050210
1991,950613
1991,950621
1991,950623
1991,950623
1991,950641
1991,950642
1991,524530
1991,627700
1991,355112
1991,1050210
1991,950641
1991,552652
1991,214500
1991,316700
1991,950621
1991,420600
1991,950624
1991,950626
1991,950633
1991,950641
1991,950643
1991,950645
1991,751910
1991,452110
1991,352410
1991,352440
1991,420300
1991,453710
1991,627700
1991,627700
1991,257230
1991,950625
1991,950625
1991,950625
1991,950633
1991,418800
1991,419400
1991,522000
1991,1054100
1991,1054111
1991,317500
1991,854910
1991,523400
1991,523400
1991,950615
1991,950622
1991,950623
1991,950634
1991,551800
1991,352410
1991,352420
1991,626000
1991,626700
1991,355114
1991,1055320
1991,1055340
1991,950613
1991,950615
1991,950623
1991,950633
1991,950643
1991,830500
1991,418200
1991,751910
1991,111100
1991,352430
1991,214200
1991,524700
1991,215300
1991,625400
1991,854910
1991,523300
1991,418300
1991,950624
1991,950625
1991,950633
1991,950635
1991,418800
1991,551800
1991,728900
1991,1054111
1991,454510
1991,454510
1991,316300
1991,1055320
1991,1055330
1991,950614
1991,950632
1991,1055310
1991,418600
1991,950642
1991,950642
1991,950643
1991,950645
1991,420600
1991,551800
1991,551800
1991,352430
1991,419400
1991,213900
1991,213900
1991,213100
1991,522500
1991,1054116
1991,317900
1991,454735
1991,626700
1991,1050210
1991,950411
1991,950625
1991,950633
1991,950635
1991,419700
1991,552652
1991,522000
1991,418300
1991,950615
1991,950615
1991,950621
1991,950623
1991,950624
1991,950631
1991,950645
1991,418400
1991,1032500
1991,625700
1991,552652
1991,625100
1991,453710
1991,522000
1991,454510
1991,1055310
1991,1055310
1991,1055320
1991,950615
1991,950622
1991,950623
1991,950632
1991,950642
1991,950645
1991,950645
1991,111500
1991,213400
1991,453710
1991,1054114
1991,626000
1991,950411
1991,950615
1991,950622
1991,950622
1991,950624
1991,950625
1991,950626
1991,950633
1991,950633
1991,552652
1991,454711
1991,521100
1991,950615
1991,950621
1991,950623
1991,950633
1991,950633
1991,522300
1991,950623
1991,830600
1991,855610
1991,950613
1991,950621
1991,950626
1991,551800
1991,751910
1991,625700
1991,214200
1991,453710
1991,522500
1991,522500
1991,627700
1991,1054114
1991,317700
1991,626600
1991,1055350
1991,950622
1991,950641
1991,950643
1991,950643
1991,418200
1991,951510
1991,751910
1991,111100
1991,213600
1991,522300
1991,1054111
1991,626600
1991,1055340
1991,1055350
1991,950623
1991,950625
1991,950625
1991,950625
1991,950635
1991,950645
1991,420600
1991,418100
1991,524500
1991,751910
1991,552652
1991,830300
1991,1054115
1991,1054116
1991,257260
1991,626000
1991,1055340
1991,316400
1991,316400
1991,950613
1991,950614
1991,950625
1991,950631
1991,950645
1991,551800
1991,452110
1991,352440
1991,215600
1991,316700
1991,454510
1991,454510
1991,1055350
1991,950613
1991,950621
1991,950624
1991,950624
1991,950633
1991,950633
1991,950641
1991,551800
1991,552651
1991,552700
1991,653510
1991,626700
1991,355124
1991,523310
1991,950613
1991,950634
1991,950642
1991,352430
1991,317700
1991,636900
1991,950615
1991,950635
1991,950635
1991,950642
1991,551800
1991,1055310
1991,1050210
1991,950633
1991,950634
1991,950641
1991,552652
1991,953210
1991,453710
1991,830300
1991,521100
1991,950613
1991,950621
1991,418200
1991,551800
1991,751910
1991,751910
1991,111100
1991,552700
1991,317500
1991,1055320
1991,418300
1991,950613
1991,950625
1991,950642
1991,950642
1991,950643
1991,419700
1991,551800
1991,625700
1991,215000
1991,524700
1991,454510
1991,627400
1991,355112
1991,1055310
1991,523400
1991,950623
1991,418800
1991,420600
1991,452110
1991,452110
1991,352430
1991,953210
1991,215300
1991,454510
1991,355112
1991,1055330
1991,950633
1991,950633
1991,950642
1991,950651
1991,352440
1991,552652
1991,552652
1991,454712
1991,626000
1991,1055350
1991,950411
1991,950615
1991,950634
1991,317500
1991,636900
1991,1055350
1991,1032100
1991,627410
1991,950613
1991,950623
1991,950623
1991,950624
1991,418800
1991,418800
1991,418200
1991,951510
1991,551800
1991,552652
1991,854910
1991,950411
1991,950614
1991,950624
1991,950624
1991,950626
1991,950635
1991,950641
1991,111500
1991,420600
1991,452110
1991,625700
1991,552651
1991,729300
1991,830300
1991,626600
1991,627400
1991,636900
1991,854910
1991,950411
1991,950631
1991,950641
1991,419700
1991,420600
1991,521400
1991,352440
1991,253670
1991,1054111
1991,636900
1991,316300
1991,355114
1991,355119
1991,523400
1991,950633
1991,950634
1991,950634
1991,418400
1991,625700
1991,729300
1991,453710
1991,1054113
1991,1054115
1991,627400
1991,418300
1991,950613
1991,950631
1991,950633
1991,950641
1991,950642
1991,950642
1991,452110
1991,134000
1991,215000
1991,336000
1991,355119
1991,855610
1991,950634
1991,653510
1991,950632
1991,1055330
1991,418600
1991,950411
1991,950622
1991,830600
1991,418200
1991,524200
1991,751910
1991,112600
1991,1054116
1991,627400
1991,316400
1991,950613
1991,950615
1991,950631
1991,950643
1991,1032500
1991,551800
1991,452110
1991,352430
1991,552700
1991,1054111
1991,854910
1991,1055340
1991,1055350
1991,950621
1991,950623
1991,950626
1991,950631
1991,950641
1991,950642
1991,950643
1991,1032500
1991,452110
1991,625700
1991,352440
1991,352440
1991,134000
1991,953210
1991,453710
1991,453710
1991,454510
1991,355114
1991,1055340
1991,950615
1991,950622
1991,950635
1991,950641
1991,112000
1991,951510
1991,352410
1991,111700
1991,653510
1991,522300
1991,317700
1991,257260
1991,454510
1991,626600
1991,1055360
1991,855610
1991,950615
1991,950623
1991,950623
1991,950642
1991,950644
1991,419700
1991,419700
1991,352410
1991,213600
1991,453710
1991,830300
1991,626000
1991,355121
1991,950411
1991,950633
1991,950633
1991,215800
1991,1055350
1991,950643
1991,453710
1991,950411
1991,950411
1991,950623
1991,950624
1991,950624
1991,950625
1991,950626
1991,950631
1991,950633
1991,950633
1991,950634
1991,950641
1991,950642
1991,950645
1991,551800
1991,552700
1991,215000
1991,216000
1991,1054114
1991,626300
1991,950613
1991,950633
1991,950633
1991,950641
1991,950645
1991,419700
1991,521400
1991,552652
1991,453710
1991,453710
1991,854910
1991,1055320
1991,1055350
1991,950411
1991,950631
1991,950631
1991,950645
1991,316120
1991,213900
1991,317500
1991,454510
1991,950615
1991,950643
1991,625700
1991,636900
1991,418100
1991,522000
1991,855610
1991,950625
1991,134000
1991,1055350
1991,418300
1991,625700
1991,950614
1991,950623
1991,950633
1991,950635
1991,950635
1991,521700
1991,524200
1991,452110
1991,111110
1991,950613
1991,950621
1991,950623
1991,950631
1991,950641
1991,950641
1991,950641
1991,950641
1991,950642
1991,1032500
1991,452110
1991,625700
1991,317500
1991,854910
1991,950411
1991,950625
1991,950643
1991,950644
1991,524500
1991,751910
1991,751910
1991,625700
1991,625700
1991,352440
1991,355114
1991,355114
1991,355114
1991,950614
1991,950615
1991,950621
1991,950621
1991,950622
1991,950624
1991,950632
1991,950633
1991,950634
1991,950645
1991,551800
1991,751910
1991,751910
1991,111100
1991,950615
1991,950622
1991,950624
1991,950633
1991,950633
1991,950634
1991,950635
1991,950635
1991,950641
1991,950642
1991,950642
1991,950642
1991,950644
1991,830600
1991,1032500
1991,551800
1991,625700
1991,352430
1991,215800
1991,453710
1991,522500
1991,524700
1991,1055320
1991,950614
1991,521400
1991,214200
1991,316300
1991,1055310
1991,111500
1991,830100
1991,355112
1991,931600
1991,627100
1991,950614
1991,950643
1991,950643
1991,524500
1991,524500
1991,352430
1991,111700
1991,317500
1991,454713
1991,932000
1991,950614
1991,950624
1991,420600
1991,751910
1991,728900
1991,215600
1991,453710
1991,626600
1991,1055320
1991,950613
1991,950614
1991,950615
1991,950623
1991,950625
1991,950641
1991,950642
1991,950645
1991,751910
1991,419400
1991,522500
1991,522500
1991,1032100
1991,950624
1991,950641
1991,950645
1991,751910
1991,452110
1991,352430
1991,214700
1991,317900
1991,636900
1991,950613
1991,950614
1991,950614
1991,950641
1991,418100
1991,316700
1991,355118
1991,214700
1991,454712
1991,854910
1991,418300
1991,950614
1991,950615
1991,950632
1991,950632
1991,950641
1991,950641
1991,950642
1991,950645
1991,418800
1991,551800
1991,728900
1991,627700
1991,454714
1991,355110
1991,950613
1991,950622
1991,950624
1991,950631
1991,950634
1991,950642
1991,950644
1991,950645
1991,950651
1991,751910
1991,751910
1991,215000
1991,317500
1991,215300
1991,454510
1991,626700
1991,950624
1991,950631
1991,950633
1991,950634
1991,950641
1991,950643
1991,950644
1991,418100
1991,729700
1991,352410
1991,112600
1991,522500
1991,1054113
1991,317500
1991,626000
1991,627100
1991,950614
1991,950621
1991,950623
1991,950631
1991,950642
1991,751910
1991,419400
1991,830300
1991,524700
1991,524700
1991,1054116
1991,418300
1991,950615
1991,1032500
1991,522500
1991,215300
1991,1055310
1991,950641
1991,950642
1991,830100
1991,627400
1991,950625
1991,950411
1991,950621
1991,950622
1991,950624
1991,950632
1991,950633
1991,950633
1991,950635
1991,950641
1991,950641
1991,420600
1991,418200
1991,552651
1991,213100
1991,1032700
1991,627400
1991,950632
1991,950633
1991,420600
1991,454510
1991,1055340
1991,627100
1991,932030
1991,950623
1991,950634
1991,950645
1991,729710
1991,452110
1991,134000
1991,1054111
1991,950633
1991,950641
1991,950645
1991,950651
1991,751910
1991,552652
1991,215800
1991,1054113
1991,355114
1991,1055350
1991,1050210
1991,950621
1991,950626
1991,950633
1991,521100
1991,418200
1991,317000
1991,950642
1991,950642
1991,1032500
1991,521400
1991,728900
1991,524700
1991,1055350
1991,950411
1991,950411
1991,950643
1991,420600
1991,453710
1991,317700
1991,626600
1991,316400
1992,316400
1992,950613
1992,950621
1992,950624
1992,950626
1992,950626
1992,950631
1992,950633
1992,950642
1992,551800
1992,551800
1992,751910
1992,653510
1992,215000
1992,453710
1992,855610
1992,950615
1992,950626
1992,950626
1992,950632
1992,950642
1992,950642
1992,950642
1992,950645
1992,551800
1992,352440
1992,213400
1992,317000
1992,355114
1992,1055350
1992,1055350
1992,950621
1992,452110
1992,214700
1992,626700
1992,355114
1992,950621
1992,950614
1992,950623
1992,950626
1992,950631
1992,950632
1992,950633
1992,950643
1992,950645
1992,420600
1992,524500
1992,751910
1992,452110
1992,352420
1992,352430
1992,213400
1992,213600
1992,1054111
1992,627100
1992,950622
1992,950635
1992,420600
1992,352440
1992,522300
1992,626300
1992,950614
1992,950614
1992,950621
1992,950623
1992,950624
1992,950633
1992,950633
1992,950642
1992,950642
1992,418400
1992,112600
1992,552651
1992,418500
1992,454510
1992,626300
1992,950624
1992,950642
1992,950645
1992,1032500
1992,524200
1992,551800
1992,751910
1992,112600
1992,215000
1992,950614
1992,950624
1992,950633
1992,950643
1992,317020
1992,419700
1992,625700
1992,419400
1992,215000
1992,626000
1992,626700
1992,950615
1992,950625
1992,950632
1992,524200
1992,453710
1992,625400
1992,854910
1992,1055310
1992,1055310
1992,950642
1992,950651
1992,452110
1992,1055320
1992,950623
1992,950624
1992,950635
1992,352440
1992,552625
1992,728900
1992,953220
1992,1054115
1992,625400
1992,355118
1992,521100
1992,627100
1992,950613
1992,950624
1992,950634
1992,551800
1992,524700
1992,1054111
1992,1054118
1992,317700
1992,420100
1992,355114
1992,950614
1992,950621
1992,950632
1992,830600
1992,521400
1992,352440
1992,419400
1992,215000
1992,625400
1992,854910
1992,355114
1992,316400
1992,521100
1992,523300
1992,418300
1992,950411
1992,950411
1992,950623
1992,950633
1992,950635
1992,950645
1992,352440
1992,453710
1992,626700
1992,523300
1992,950621
1992,521700
1992,524530
1992,552652
1992,729300
1992,522500
1992,627400
1992,523300
1992,523300
1992,950642
1992,950643
1992,950644
1992,951510
1992,1055330
1992,418600
1992,950615
1992,950621
1992,950623
1992,950634
1992,336000
1992,454510
1992,626300
1992,950613
1992,950615
1992,950621
1992,950624
1992,950642
1992,950643
1992,950644
1992,213600
1992,454510
1992,636900
1992,636900
1992,355114
1992,1055350
1992,950615
1992,950615
1992,950643
1992,950643
1992,524500
1992,111100
1992,111110
1992,352430
1992,352440
1992,419400
1992,728500
1992,522300
1992,522300
1992,1054111
1992,316300
1992,1055310
1992,1055350
1992,950613
1992,950614
1992,950615
1992,950625
1992,950632
1992,950633
1992,950633
1992,950634
1992,950641
1992,950641
1992,950641
1992,950643
1992,134000
1992,454712
1992,636900
1992,950411
1992,950631
1992,950642
1992,950642
1992,950643
1992,950643
1992,950644
1992,1054116
1992,317900
1992,950614
1992,950633
1992,626000
1992,950623
1992,950642
1992,950643
1992,950644
1992,418800
1992,521400
1992,552700
1992,627400
1992,950615
1992,950631
1992,950633
1992,420600
1992,352420
1992,552652
1992,213400
1992,213400
1992,213100
1992,453710
1992,1055320
1992,950631
1992,551800
1992,751910
1992,454712
1992,1055320
1992,950613
1992,950614
1992,950615
1992,950623
1992,950626
1992,950635
1992,950642
1992,950644
1992,950651
1992,551800
1992,453710
1992,317900
1992,1055360
1992,950411
1992,950613
1992,950615
1992,950621
1992,950622
1992,950624
1992,950631
1992,950634
1992,950634
1992,951510
1992,551800
1992,213400
1992,213600
1992,317500
1992,854910
1992,854910
1992,355112
1992,1055360
1992,521100
1992,1032100
1992,950645
1992,854910
1992,950614
1992,950633
1992,950643
1992,418600
1992,111100
1992,352420
1992,352450
1992,626300
1992,950621
1992,950623
1992,950641
1992,950643
1992,352410
1992,352430
1992,213900
1992,454510
1992,1055360
1992,316400
1992,950641
1992,551800
1992,552652
1992,419400
1992,418300
1992,1032100
1992,950614
1992,950622
1992,950622
1992,950623
1992,950632
1992,950634
1992,950635
1992,419400
1992,653510
1992,627700
1992,316700
1992,257250
1992,454711
1992,1055340
1992,950614
1992,950634
1992,950643
1992,625700
1992,1054115
1992,1054116
1992,1055360
1992,950623
1992,950623
1992,950642
1992,950645
1992,418200
1992,352430
1992,1054112
1992,626700
1992,551800
1992,854910
1992,950635
1992,453710
1992,316700
1992,1055310
1992,418600
1992,950626
1992,950634
1992,950641
1992,950651
1992,1032500
1992,1032500
1992,751910
1992,453710
1992,1054115
1992,1055320
1992,751910
1992,522500
1992,355112
1992,521100
1992,950411
1992,950613
1992,950614
1992,950622
1992,950625
1992,950626
1992,950635
1992,552651
1992,552652
1992,729300
1992,214500
1992,257210
1992,1055340
1992,1032100
1992,627100
1992,950641
1992,950643
1992,1032500
1992,729700
1992,625700
1992,317000
1992,317900
1992,257260
1992,454510
1992,626700
1992,521100
1992,950614
1992,1032500
1992,522500
1992,418300
1992,950621
1992,950632
1992,950645
1992,931310
1992,551800
1992,352430
1992,552652
1992,953220
1992,453710
1992,317500
1992,950614
1992,950623
1992,950625
1992,950631
1992,950632
1992,950642
1992,950642
1992,950643
1992,552652
1992,214200
1992,1054118
1992,317700
1992,336000
1992,1055330
1992,1055340
1992,950635
1992,950635
1992,420600
1992,418400
1992,521400
1992,551800
1992,352450
1992,1054100
1992,1055340
1992,316400
1992,950625
1992,950626
1992,950633
1992,950642
1992,950642
1992,521400
1992,729700
1992,452110
1992,453710
1992,316700
1992,854910
1992,418300
1992,950621
1992,950633
1992,950642
1992,950643
1992,950644
1992,950645
1992,551800
1992,214700
1992,215000
1992,627400
1992,355114
1992,950632
1992,950641
1992,418800
1992,213900
1992,1055360
1992,523400
1992,950633
1992,950621
1992,950621
1992,950632
1992,950633
1992,950633
1992,950641
1992,950641
1992,950642
1992,950643
1992,950643
1992,751910
1992,352440
1992,352440
1992,111400
1992,552652
1992,729300
1992,253650
1992,257260
1992,854910
1992,950623
1992,950631
1992,830500
1992,454713
1992,636900
1992,950613
1992,950622
1992,950631
1992,950632
1992,950632
1992,950632
1992,950633
1992,950641
1992,950641
1992,950641
1992,950642
1992,950642
1992,150900
1992,418400
1992,521400
1992,521400
1992,213400
1992,214200
1992,214200
1992,214700
1992,522500
1992,355114
1992,1055350
1992,950642
1992,751910
1992,352430
1992,213400
1992,453710
1992,317500
1992,418300
1992,418300
1992,950613
1992,950613
1992,950625
1992,950626
1992,950626
1992,950631
1992,950632
1992,950633
1992,950634
1992,950634
1992,950635
1992,950644
1992,950645
1992,950645
1992,830600
1992,951510
1992,214200
1992,1054114
1992,1054116
1992,317500
1992,454714
1992,950633
1992,950643
1992,625700
1992,352440
1992,215300
1992,626300
1992,950613
1992,950641
1992,950643
1992,418600
1992,1032100
1992,950613
1992,950623
1992,950631
1992,950633
1992,950635
1992,950641
1992,950644
1992,524530
1992,453710
1992,636900
1992,950624
1992,950631
1992,950632
1992,950632
1992,950641
1992,950643
1992,551800
1992,215600
1992,454510
1992,1055310
1992,1055310
1992,1055330
1992,855610
1992,627100
1992,950614
1992,950624
1992,950633
1992,950635
1992,950641
1992,950643
1992,950643
1992,950645
1992,551800
1992,352450
1992,524700
1992,1054119
1992,626700
1992,1055330
1992,950615
1992,950622
1992,950623
1992,950631
1992,950641
1992,950642
1992,951510
1992,352430
1992,253670
1992,453710
1992,316700
1992,316700
1992,1055320
1992,950622
1992,950622
1992,950626
1992,950634
1992,950645
1992,551800
1992,729300
1992,213400
1992,213600
1992,453710
1992,453710
1992,854910
1992,355114
1992,627100
1992,950631
1992,950643
1992,551800
1992,1054100
1992,1055360
1992,950621
1992,950641
1992,522900
1992,214200
1992,523400
1992,950626
1992,950642
1992,950643
1992,1054115
1992,636900
1992,950622
1992,950626
1992,950632
1992,950633
1992,950641
1992,950642
1992,950642
1992,950643
1992,352420
1992,830100
1992,213600
1992,215000
1992,453710
1992,453710
1992,627400
1992,1055320
1992,1055360
1992,950621
1992,950634
1992,419400
1992,830100
1992,453710
1992,1054111
1992,317500
1992,454510
1992,1055320
1992,418600
1992,950411
1992,950621
1992,950622
1992,950626
1992,419700
1992,418100
1992,625700
1992,112600
1992,419400
1992,453710
1992,1054115
1992,854910
1992,854910
1992,316300
1992,950623
1992,950624
1992,950624
1992,950633
1992,950634
1992,352440
1992,627400
1992,950643
1992,418400
1992,751910
1992,751910
1992,352440
1992,552652
1992,214200
1992,453710
1992,317900
1992,418600
1992,950613
1992,950614
1992,950621
1992,950625
1992,950625
1992,950635
1992,950635
1992,950645
1992,950645
1992,418800
1992,521700
1992,729700
1992,552652
1992,729300
1992,215000
1992,522300
1992,316700
1992,454713
1992,855610
1992,950634
1992,950635
1992,950641
1992,950642
1992,950645
1992,418100
1992,1032500
1992,111400
1992,1054112
1992,355119
1992,1050210
1992,950621
1992,950622
1992,950623
1992,950643
1992,418200
1992,521400
1992,729700
1992,452110
1992,626000
1992,626700
1992,854910
1992,1055320
1992,1055320
1992,950614
1992,950622
1992,950642
1992,950645
1992,420600
1992,524530
1992,551800
1992,352440
1992,419400
1992,453710
1992,522500
1992,626700
1992,627400
1992,355111
1992,855610
1992,950624
1992,950631
1992,950641
1992,950641
1992,551800
1992,950623
1992,1054115
1992,454715
1992,950624
1992,950631
1992,950645
1992,418200
1992,521400
1992,521700
1992,751910
1992,625700
1992,352430
1992,728900
1992,1054118
1992,1055330
1992,1055350
1992,950614
1992,950624
1992,950626
1992,950635
1992,950641
1992,950642
1992,950643
1992,830600
1992,452110
1992,452110
1992,452110
1992,352410
1992,352420
1992,213600
1992,950623
1992,950624
1992,950626
1992,950631
1992,950632
1992,950632
1992,950642
1992,950643
1992,950643
1992,950645
1992,551800
1992,751910
1992,352440
1992,134000
1992,112300
1992,626000
1992,950613
1992,950623
1992,950626
1992,950641
1992,950641
1992,950642
1992,950645
1992,112000
1992,418400
1992,134000
1992,215600
1992,1054113
1992,1054118
1992,626700
1992,1055350
1992,1032100
1992,950621
1992,950624
1992,950631
1992,352440
1992,552652
1992,552652
1992,728900
1992,625400
1992,932040
1992,418100
1992,950641
1992,1055320
1992,950613
1992,950614
1992,950614
1992,950621
1992,950631
1992,950633
1992,950635
1992,931300
1992,551800
1992,317900
1992,627400
1992,854910
1992,1055330
1992,1055350
1992,950642
1992,950645
1992,521700
1992,316100
1992,352440
1992,352440
1992,552651
1992,213600
1992,214700
1992,453710
1992,1055320
1992,418300
1992,627100
1992,950613
1992,950613
1992,950615
1992,950622
1992,950625
1992,950632
1992,950633
1992,950642
1992,950645
1992,418100
1992,951510
1992,751910
1992,625700
1992,524700
1992,1054114
1992,454510
1992,854910
1992,950622
1992,950626
1992,950626
1992,950641
1992,830600
1992,419700
1992,111100
1992,352410
1992,352420
1992,453710
1992,950622
1992,950635
1992,950643
1992,950643
1992,950644
1992,352420
1992,552652
1992,627700
1992,1055320
1992,316400
1992,950626
1992,950644
1992,454510
1992,523400
1992,950642
1992,1055330
1992,950643
1992,352420
1992,830300
1992,1054119
1992,215300
1992,626600
1992,950411
1992,950621
1992,950622
1992,950633
1992,950641
1992,950642
1992,420600
1992,420600
1992,524500
1992,352440
1992,552700
1992,729300
1992,729300
1992,1054118
1992,317700
1992,950635
1992,950641
1992,950644
1992,420600
1992,418100
1992,551800
1992,551800
1992,316100
1992,352440
1992,524700
1992,316400
1992,950615
1992,950621
1992,950623
1992,950631
1992,950633
1992,950633
1992,950633
1992,950641
1992,950642
1992,524500
1992,729700
1992,729300
1992,420300
1992,453710
1992,522300
1992,316700
1992,950613
1992,950622
1992,950624
1992,950626
1992,950633
1992,950645
1992,551800
1992,352430
1992,552651
1992,522300
1992,626600
1992,626700
1992,854910
1992,1055340
1992,950633
1992,950635
1992,950641
1992,950613
1992,453710
1992,418300
1992,418300
1992,950623
1992,950626
1992,950632
1992,950641
1992,950642
1992,951510
1992,521400
1992,625700
1992,729300
1992,213400
1992,453710
1992,112300
1992,1055350
1992,1055350
1992,950621
1992,950632
1992,951510
1992,951510
1992,521700
1992,551800
1992,751910
1992,352430
1992,453710
1992,522000
1992,627700
1992,1054112
1992,626000
1992,950411
1992,950624
1992,950631
1992,950633
1992,950633
1992,950643
1992,931300
1992,1032500
1992,751910
1992,352430
1992,214700
1992,215000
1992,453710
1992,418600
1992,950614
1992,950635
1992,950642
1992,950642
1992,950643
1992,950645
1992,418200
1992,452110
1992,830100
1992,728900
1992,627700
1992,317000
1992,317000
1992,523300
1992,523300
1992,950621
1992,950621
1992,950624
1992,950632
1992,950635
1992,950635
1992,950641
1992,950644
1992,751910
1992,352430
1992,953220
1992,522000
1992,524700
1992,317900
1992,1055350
1992,950625
1992,521400
1992,551800
1992,454510
1992,950614
1992,950633
1992,950633
1992,950642
1992,950643
1992,830600
1992,419700
1992,352420
1992,352440
1992,213400
1992,523400
1992,950621
1992,950621
1992,950624
1992,950631
1992,950633
1992,950633
1992,931300
1992,452110
1992,352430
1992,215000
1992,215000
1992,636900
1992,950614
1992,950621
1992,950623
1992,950626
1992,551800
1992,352420
1992,552700
1992,419400
1992,336000
1992,1055330
1992,950622
1992,950631
1992,950642
1992,452110
1992,830100
1992,453710
1992,1054195
1992,316700
1992,626600
1992,1055310
1992,627100
1992,950614
1992,950614
1992,950631
1992,950633
1992,418100
1992,352410
1992,214200
1992,522300
1992,1054116
1992,316700
1992,854910
1992,355112
1992,1055350
1992,950644
1992,454711
1992,627100
1992,521700
1992,950613
1992,950614
1992,950622
1992,950626
1992,950626
1992,950633
1992,950633
1992,950642
1992,950642
1992,950642
1992,950645
